yeduc,p105,birthyr,birthprov,p509kab,weight,p607,classwk,wage,birthpl,lhwage,lwage,p504th,resid,n_inpres_schools,high_inpres,child_pop_71,en71,wsppc,dens71,treat1b,treat2b,dum,moldyed,java,urban,year,age74,old,young,reallyold,pool_old_birthyr,yeduc_hat,yeduc_hat_single_IV,_yeduc_hat_single_IV_no_loo,yeduc_hat_single_IV_no_loo,yeduc_hat_no_loo,yeduc_hat_no_loo_check
12,1,1967,12,11,109,83,4,300000,1211,7.5363641,12.611538,67,3172,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.312926,,,,10.31043939629186,10.31063658322213
9,1,1963,12,11,277,71,4,75000,1211,5.8686571,11.225244,63,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9453125,,,,9.945477449843146,9.94566111827381
6,2,1963,12,11,248,12,4,110700,1211,6.5394053,11.614579,63,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9425669,,,,9.945477449843146,9.94566111827381
6,2,1964,12,11,248,74,4,285000,1211,7.1485982,12.560245,64,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,64,7.1349564,0,0,1995,10,0,,0,1964,10.151776,,,,10.15553819434532,10.1556997716614
16,2,1972,12,11,248,93,4,50000,1211,7.3540425,10.819778,72,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,72,7.1349564,0,0,1995,2,0,1,0,1972,10.66169,10.430741,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
14,2,1958,12,11,78,93,4,180000,1211,6.9532175,12.100712,58,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.301584,10.128532,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,2,1972,12,11,248,93,4,120000,1211,6.5712829,11.695247,72,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,72,7.1349564,0,0,1995,2,0,1,0,1972,10.655071,10.430899,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
9,2,1969,12,11,248,71,4,200000,1211,7.130899,12.206073,69,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.487531,10.430938,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
12,1,1962,12,11,277,91,4,130000,1211,6.2458606,11.77529,62,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.353734,10.128828,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
12,1,1969,12,11,24,64,4,75000,1211,5.9677482,11.225244,69,1374,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.491086,10.430758,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
6,1,1972,12,11,65,62,4,156000,1211,6.4769726,11.957611,72,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,72,7.1349564,0,0,1995,2,0,1,0,1972,10.645143,10.431135,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
6,2,1951,12,11,248,71,4,270000,1211,7.4310036,12.506177,51,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,23,0,,1,0,10.302178,,,,10.30178803655129,10.30196597374591
12,2,1972,12,11,248,93,4,60000,1211,6.0322866,11.0021,72,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,72,7.1349564,0,0,1995,2,0,1,0,1972,10.655071,10.430899,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
9,2,1964,12,11,248,71,4,250000,1211,7.3052521,12.429216,64,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,64,7.1349564,0,0,1995,10,0,,0,1964,10.155397,,,,10.15553819434532,10.1556997716614
17,1,1963,12,11,65,95,4,300000,1211,7.0821085,12.611538,63,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.952632,,,,9.945477449843146,9.94566111827381
6,2,1965,12,11,248,12,4,122800,1211,6.6431384,11.718312,65,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.394883,,,,10.39662453349845,10.39680445436717
11,1,1957,12,11,34,91,4,170000,1211,6.0722919,12.043553,57,1272,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,17,1,0,0,0,10.301805,10.129035,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,2,1966,12,11,248,71,4,325000,1211,7.2109413,12.691581,66,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,66,7.1349564,0,0,1995,8,0,,0,1966,10.316278,,,,10.31274262972019,10.31292075559329
12,1,1958,12,11,277,22,4,545000,1211,8.1333675,13.208541,58,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.301735,10.128868,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
5,2,1956,12,11,248,12,4,150000,1211,6.976748,11.91839,56,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,18,0,,1,0,10.302218,,,,10.30178803655129,10.30196597374591
12,2,1961,12,11,248,39,4,300000,1211,7.1998916,12.611538,61,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,13,1,0,0,0,10.301723,10.128839,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
3,1,1968,12,11,311,71,4,150000,1211,6.5431123,11.91839,68,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.63534,10.431543,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
9,1,1969,12,11,277,51,4,150000,1211,6.6608953,11.91839,69,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.487531,10.430938,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
9,2,1969,12,11,248,12,4,327000,1211,7.1682863,12.697716,69,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.487531,10.430938,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
17,1,1965,12,11,311,91,4,220000,1211,7.2775025,12.301383,65,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.402058,,,,10.39662453349845,10.39680445436717
12,1,1960,12,11,10,21,4,250000,1211,7.3793602,12.429216,60,1373,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.301719,10.128841,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,2,1953,12,11,78,71,4,200000,1211,6.7254338,12.206073,53,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,21,0,,1,0,10.302191,,,,10.30178803655129,10.30196597374591
3,1,1956,12,11,311,71,4,225000,1211,6.7944264,12.323855,56,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,18,0,,1,0,10.302349,,,,10.30178803655129,10.30196597374591
12,1,1967,12,11,311,38,4,250000,1211,7.171721,12.429216,67,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.312926,,,,10.31043939629186,10.31063658322213
12,2,1952,12,11,248,12,4,160000,1211,7.3007979,11.982929,52,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,22,0,,1,0,10.301725,,,,10.30178803655129,10.30196597374591
17,2,1967,12,11,248,12,4,126500,1211,6.7781844,11.747997,67,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.31774,,,,10.31043939629186,10.31063658322213
8,1,1950,12,11,65,93,4,200000,1211,7.4875736,12.206073,100,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,24,0,,1,0,10.30205,,,,10.30178803655129,10.30196597374591
11,1,1968,12,11,65,38,4,150000,1211,6.7254338,11.91839,68,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.641941,10.430766,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
6,2,1952,12,11,248,11,4,150000,1211,6.640276,11.91839,52,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,22,0,,1,0,10.302207,,,,10.30178803655129,10.30196597374591
6,2,1952,12,11,248,12,4,173500,1211,7.0140767,12.063932,52,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,22,0,,1,0,10.302207,,,,10.30178803655129,10.30196597374591
6,2,1961,12,11,248,71,4,240000,1211,7.130899,12.388394,61,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,13,1,0,0,0,10.302143,10.129823,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,2,1962,12,11,248,13,4,110000,1211,6.4842715,11.608235,62,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.349163,10.129844,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
15,1,1967,12,11,277,93,4,250000,1211,7.0726299,12.429216,67,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.315815,,,,10.31043939629186,10.31063658322213
12,1,1962,12,11,65,91,4,228000,1211,7.2131371,12.337101,62,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.353734,10.128828,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
6,2,1970,12,11,248,12,4,97500,1211,6.5177941,11.487608,70,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.505692,10.431284,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
9,2,1968,12,11,248,12,4,96000,1211,6.950315,11.472103,68,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.640291,10.430961,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
12,1,1965,12,11,65,33,4,120000,1211,6.5247631,11.695247,65,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.398796,,,,10.39662453349845,10.39680445436717
12,2,1964,12,11,248,12,4,102000,1211,6.4575543,11.532728,64,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,64,7.1349564,0,0,1995,10,0,,0,1964,10.159019,,,,10.15553819434532,10.1556997716614
6,1,1966,12,11,65,14,4,88000,1211,6.4724374,11.385092,66,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,66,7.1349564,0,0,1995,8,0,,0,1966,10.3087,,,,10.31274262972019,10.31292075559329
9,1,1950,12,11,65,14,4,183500,1211,6.708324,12.11997,100,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,24,0,,1,0,10.30197,,,,10.30178803655129,10.30196597374591
12,2,1963,12,11,248,93,4,275000,1211,7.5828838,12.524527,63,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9480572,,,,9.945477449843146,9.94566111827381
9,1,1959,12,11,841,62,4,130000,1211,6.0322866,11.77529,59,1210,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,15,1,0,0,0,10.301939,10.129338,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
9,2,1962,12,11,248,91,4,184400,1211,7.0496888,12.124863,62,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.351448,10.129336,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
12,1,1970,12,11,334,95,4,280000,1211,6.9077554,12.542545,70,1108,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.510952,10.430847,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
12,1,1953,12,11,142,93,4,428000,1211,7.8917046,12.966879,53,1471,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,21,0,,1,0,10.301726,,,,10.30178803655129,10.30196597374591
6,1,1950,12,11,277,91,4,275000,1211,7.2464118,12.524527,100,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,24,0,,1,0,10.302208,,,,10.30178803655129,10.30196597374591
6,2,1967,12,11,146,71,4,200000,1211,7.6417246,12.206073,67,1505,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.30715,,,,10.31043939629186,10.31063658322213
12,1,1969,12,11,142,22,4,350000,1211,7.5727315,12.765689,69,1471,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.491086,10.430758,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
9,2,1958,12,11,116,91,4,337500,1211,7.5588369,12.729321,58,1209,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.30196,10.129372,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,2,1960,12,11,248,12,4,120800,1211,6.2047234,11.701892,60,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.302161,10.129844,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,2,1962,12,11,248,12,4,191000,1211,7.0848551,12.160028,62,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.353734,10.128828,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
17,2,1959,12,11,68,91,4,205000,1211,7.2335529,12.230765,59,6201,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,15,1,0,0,0,10.301381,10.128051,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
9,2,1970,12,11,248,12,4,117200,1211,6.5476732,11.671638,70,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.508322,10.431066,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
9,2,1965,12,11,208,51,4,319625,1211,7.3967891,12.674904,65,1103,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.39684,,,,10.39662453349845,10.39680445436717
17,1,1967,12,11,65,41,4,200000,1211,7.058578,12.206073,67,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.31774,,,,10.31043939629186,10.31063658322213
9,2,1965,12,11,248,71,4,150000,1211,6.5067444,11.91839,65,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.39684,,,,10.39662453349845,10.39680445436717
12,2,1960,12,11,248,22,4,758500,1211,8.4639244,13.539098,60,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.301719,10.128841,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,1,1961,12,11,277,93,4,200000,1211,6.6766434,12.206073,61,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,13,1,0,0,0,10.301723,10.128839,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,2,1958,12,11,248,71,4,75000,1211,6.1012793,11.225244,58,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.301735,10.128868,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,1,1958,12,11,26,33,4,300000,1211,7.130899,12.611538,58,1271,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.302185,10.129875,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
3,2,1968,12,11,248,71,4,150000,1211,6.3889613,11.91839,68,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.63534,10.431543,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
9,2,1966,12,11,248,12,4,120000,1211,6.7254338,11.695247,66,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,66,7.1349564,0,0,1995,8,0,,0,1966,10.312489,,,,10.31274262972019,10.31292075559329
5,2,1951,12,11,248,12,4,120125,1211,6.4387927,11.696288,51,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,23,0,,1,0,10.30226,,,,10.30178803655129,10.30196597374591
12,2,1966,12,11,78,41,4,350000,1211,7.6417246,12.765689,66,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,66,7.1349564,0,0,1995,8,0,,0,1966,10.316278,,,,10.31274262972019,10.31292075559329
12,2,1953,12,11,131,93,4,90000,1211,5.7727752,11.407565,53,1101,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,21,0,,1,0,10.301726,,,,10.30178803655129,10.30196597374591
2,2,1953,12,11,248,12,4,145500,1211,6.7639675,11.887932,53,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,21,0,,1,0,10.302501,,,,10.30178803655129,10.30196597374591
12,2,1959,12,11,208,95,4,50000,1211,5.4261508,10.819778,59,1103,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,15,1,0,0,0,10.30173,10.128856,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,1,1961,12,11,65,41,4,150000,1211,6.976748,11.91839,61,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,13,1,0,0,0,10.301723,10.128839,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
9,1,1963,12,11,61,22,4,250000,1211,6.7944264,12.429216,63,6309,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9453125,,,,9.945477449843146,9.94566111827381
9,2,1967,12,11,248,39,4,255000,1211,7.2125769,12.449018,67,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,67,7.1349564,0,0,1995,7,0,,0,1967,10.310039,,,,10.31043939629186,10.31063658322213
12,2,1963,12,11,248,12,4,179200,1211,6.9722939,12.096258,63,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9480572,,,,9.945477449843146,9.94566111827381
6,2,1956,12,11,248,12,4,180000,1211,7.130899,12.100712,56,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,18,0,,1,0,10.302154,,,,10.30178803655129,10.30196597374591
6,1,1962,12,11,334,91,4,287800,1211,7.3125257,12.570021,62,1108,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.349163,10.129844,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
6,2,1965,12,11,248,51,4,270000,1211,7.0945311,12.506177,65,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.394883,,,,10.39662453349845,10.39680445436717
6,2,1970,12,11,248,12,4,150000,1211,6.8685346,11.91839,70,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.505692,10.431284,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
13,2,1970,12,11,131,91,4,194100,1211,6.8980141,12.176128,70,1101,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.511829,10.430775,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
3,1,1962,12,11,334,12,4,280000,1211,7.26443,12.542545,62,1108,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,62,7.1349564,0,0,1995,12,1,0,0,1962,10.346878,10.130352,10.12911548358896,10.129115,10.35134790816457,10.35150559595504
6,2,1960,12,11,248,71,4,300000,1211,7.2362595,12.611538,60,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.302161,10.129844,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
4,2,1963,12,11,208,12,4,120000,1211,6.5247631,11.695247,63,1103,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,63,7.1349564,0,0,1995,11,0,,0,1963,9.9407377,,,,9.945477449843146,9.94566111827381
6,2,1970,12,11,248,12,4,168000,1211,7.0619059,12.031719,70,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.505692,10.431284,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
5,2,1966,12,11,248,12,4,150000,1211,7.1998916,11.91839,66,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,66,7.1349564,0,0,1995,8,0,,0,1966,10.307437,,,,10.31274262972019,10.31292075559329
9,2,1969,12,11,328,14,4,80000,1211,6.5022902,11.289782,69,1210,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,69,7.1349564,0,0,1995,5,0,1,0,1969,10.487531,10.430938,10.43069088753915,10.430691,10.48731647030266,10.48750282966574
2,2,1954,12,11,248,12,4,152900,1211,6.8623657,11.937539,54,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,20,0,,1,0,10.302492,,,,10.30178803655129,10.30196597374591
6,2,1970,12,11,248,12,4,105000,1211,6.4377518,11.561716,70,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.505692,10.431284,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
1,2,1955,12,11,208,12,4,72000,1211,6.4308314,11.184422,55,1103,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,19,0,,1,0,10.302526,,,,10.30178803655129,10.30196597374591
12,1,1951,12,11,65,63,4,200000,1211,7.0821085,12.206073,51,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,23,0,,1,0,10.301684,,,,10.30178803655129,10.30196597374591
9,1,1959,12,11,277,71,4,250000,1211,7.0355887,12.429216,59,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,15,1,0,0,0,10.301939,10.129338,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,1,1954,12,11,187,93,4,349000,1211,7.505332,12.762827,54,1104,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,20,0,,1,0,10.301713,,,,10.30178803655129,10.30196597374591
8,2,1965,12,11,248,12,4,125000,1211,6.5431123,11.736069,65,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.396188,,,,10.39662453349845,10.39680445436717
6,1,1958,12,11,65,51,4,160000,1211,6.7899723,11.982929,58,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.302185,10.129875,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
9,2,1960,12,11,248,31,4,180000,1211,7.1590695,12.100712,60,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.30194,10.129343,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,2,1961,12,11,248,71,4,206000,1211,6.6298294,12.235631,61,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,13,1,0,0,0,10.302143,10.129823,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
12,1,1964,12,11,311,93,4,150000,1211,6.5067444,11.91839,64,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,64,7.1349564,0,0,1995,10,0,,0,1964,10.159019,,,,10.15553819434532,10.1556997716614
6,1,1954,12,11,34,39,4,200000,1211,6.7944264,12.206073,54,1272,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,20,0,,1,0,10.302181,,,,10.30178803655129,10.30196597374591
9,2,1968,12,11,248,12,4,111600,1211,6.5475025,11.622676,68,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.640291,10.430961,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
2,2,1965,12,11,248,51,4,160000,1211,7.0131159,11.982929,65,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.392275,,,,10.39662453349845,10.39680445436717
12,1,1960,12,11,125,91,4,250000,1211,7.171721,12.429216,60,1203,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,14,1,0,0,0,10.301719,10.128841,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
6,2,1972,12,11,248,51,4,150000,1211,6.6819487,11.91839,72,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,72,7.1349564,0,0,1995,2,0,1,0,1972,10.645143,10.431135,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
15,1,1968,12,11,277,22,4,572500,1211,8.1825943,13.257768,68,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,68,7.1349564,0,0,1995,6,0,1,0,1968,10.645243,10.430377,10.43069088753915,10.430691,10.64000455928852,10.64039283689834
9,2,1953,12,11,248,71,4,300000,1211,7.1998916,12.611538,53,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,21,0,,1,0,10.301958,,,,10.30178803655129,10.30196597374591
9,2,1965,12,11,101,33,4,150000,1211,6.5431123,11.91839,65,1171,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,65,7.1349564,0,0,1995,9,0,,0,1965,10.39684,,,,10.39662453349845,10.39680445436717
12,2,1970,12,11,78,93,4,120000,1211,6.6200733,11.695247,70,1276,1.6756833,0,159338,.16117731,.42438576,82.95417,0,1,70,7.1349564,0,0,1995,4,0,1,0,1970,10.510952,10.430847,10.43069088753915,10.430691,10.50733630372364,10.50752731058799
4,1,1951,12,11,311,51,4,120000,1211,6.3199687,11.695247,51,1275,1.6756833,0,159338,.16117731,.42438576,82.95417,0,0,100,7.1349564,0,0,1995,23,0,,1,0,10.302342,,,,10.30178803655129,10.30196597374591
6,2,1958,12,11,248,39,4,30000,1211,5.0514574,10.308952,58,1211,1.6756833,0,159338,.16117731,.42438576,82.95417,1,0,100,7.1349564,0,0,1995,16,1,0,0,0,10.302185,10.129875,10.12911548358896,10.129115,10.30178803655129,10.30196597374591
