yeduc,p105,birthyr,birthprov,p509kab,weight,p607,classwk,wage,birthpl,lhwage,lwage,p504th,resid,n_inpres_schools,high_inpres,child_pop_71,en71,wsppc,dens71,treat1b,treat2b,dum,moldyed,java,urban,year,age74,old,young,reallyold,pool_old_birthyr,yeduc_hat,yeduc_hat_single_IV,_yeduc_hat_single_IV_no_loo,yeduc_hat_single_IV_no_loo,yeduc_hat_no_loo,yeduc_hat_no_loo_check
6,2,1968,11,3,208,12,4,142900,1103,6.8460197,11.869901,68,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,68,7.2853718,0,0,1995,6,0,1,0,1968,10.63575,10.431618,10.43069088753915,10.430691,10.63630547813083,10.63677365788355
12,1,1970,11,3,337,95,4,22500,1103,4.7229533,10.021271,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.450636,10.430507,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
12,2,1972,11,3,101,61,4,200000,1103,6.7254338,12.206073,72,1171,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,72,7.2853718,0,0,1995,2,0,1,0,1972,10.651492,10.430589,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
2,2,1963,11,3,208,17,4,205000,1103,6.8371377,12.230765,63,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,63,7.2853718,0,0,1995,11,0,,0,1963,9.653554,,,,9.65522526778083,9.655404419194996
9,2,1960,11,3,208,17,4,395000,1103,7.5491028,12.886642,60,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,14,1,0,0,0,10.158679,10.004915,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
9,1,1965,11,3,311,95,4,295000,1103,7.1479931,12.59473,65,1275,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292654,,,,10.29250993199615,10.29268378965172
9,1,1963,11,3,34,91,4,289000,1103,6.757071,12.574182,63,1272,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,63,7.2853718,0,0,1995,11,0,,0,1963,9.655139,,,,9.65522526778083,9.655404419194996
1,2,1958,11,3,208,17,4,180000,1103,6.7441258,12.100712,58,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.159458,10.006412,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,2,1970,11,3,208,62,4,220000,1103,7.2775025,12.301383,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.450636,10.430507,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
14,2,1968,11,3,208,39,4,500000,1103,7.8648682,13.122363,68,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,68,7.2853718,0,0,1995,6,0,1,0,1968,10.637753,10.429996,10.43069088753915,10.430691,10.63630547813083,10.63677365788355
5,2,1970,11,3,208,12,4,78000,1103,6.0069685,11.264464,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.447738,10.431743,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
6,2,1970,11,3,208,17,4,280000,1103,7.3495879,12.542545,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.448152,10.431566,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
9,1,1965,11,3,109,81,4,550000,1103,7.770936,13.217673,65,3175,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292654,,,,10.29250993199615,10.29268378965172
9,2,1971,11,3,208,51,4,120000,1103,6.1980786,11.695247,71,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,71,7.2853718,0,0,1995,3,0,1,0,1971,10.835312,10.431021,10.43069088753915,10.430691,10.83486728223189,10.83504330175631
0,2,1950,11,3,208,71,4,230000,1103,7.0082965,12.345835,100,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,24,0,,1,0,10.159757,,,,10.15854509591067,10.15871615145329
6,2,1967,11,3,208,51,4,300000,1103,7.7287359,12.611538,67,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,67,7.2853718,0,0,1995,7,0,,0,1967,10.169679,,,,10.17076589725688,10.1709641447326
9,2,1969,11,3,208,71,4,207000,1103,7.0040321,12.240474,69,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,69,7.2853718,0,0,1995,5,0,1,0,1969,10.42079,10.431007,10.43069088753915,10.430691,10.42062021484455,10.42080316743581
12,2,1962,11,3,208,33,4,217000,1103,7.2377968,12.287653,62,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,62,7.2853718,0,0,1995,12,1,0,0,1962,10.228013,10.004258,10.0046892862768,10.004689,10.22855274371307,10.22869519520351
12,1,1965,11,3,334,95,4,100001,1103,6.2348208,11.512936,65,1108,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292493,,,,10.29250993199615,10.29268378965172
17,2,1959,11,3,88,93,4,350000,1103,8.3348713,12.765689,59,1106,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.158091,10.003689,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,1,1963,11,3,92,51,4,400000,1103,7.6417246,12.89922,63,1771,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,63,7.2853718,0,0,1995,11,0,,0,1963,9.6558189,,,,9.65522526778083,9.655404419194996
6,2,1954,11,3,208,62,4,194000,1103,7.1517329,12.175613,54,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,20,0,,1,0,10.15895,,,,10.15854509591067,10.15871615145329
6,2,1967,11,3,208,62,4,184000,1103,7.1528778,12.122691,67,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,67,7.2853718,0,0,1995,7,0,,0,1967,10.169679,,,,10.17076589725688,10.1709641447326
2,2,1957,11,3,208,51,4,200000,1103,7.2088604,12.206073,57,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,17,1,0,0,0,10.159534,10.00649,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
3,2,1951,11,3,208,12,4,130000,1103,6.7254338,11.77529,51,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,23,0,,1,0,10.159329,,,,10.15854509591067,10.15871615145329
9,1,1966,11,3,337,95,4,140000,1103,6.5919023,11.849398,66,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.174027,,,,10.1740194156662,10.17419073773366
12,2,1965,11,3,208,95,4,150000,1103,6.3274035,11.91839,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292493,,,,10.29250993199615,10.29268378965172
12,1,1959,11,3,337,91,4,252000,1103,7.4133039,12.437184,59,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.158452,10.004437,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,2,1964,11,3,78,39,4,80000,1103,6.0322866,11.289782,64,1276,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,64,7.2853718,0,0,1995,10,0,,0,1964,9.9512329,,,,9.951954418594028,9.952102364379142
9,2,1970,11,3,208,51,4,210000,1103,7.2050066,12.254863,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.449393,10.431036,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
9,2,1972,11,3,208,12,4,141150,1103,6.710084,11.857578,72,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,72,7.2853718,0,0,1995,2,0,1,0,1972,10.649563,10.431041,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
12,2,1964,11,3,208,12,4,150000,1103,6.6608953,11.91839,64,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,64,7.2853718,0,0,1995,10,0,,0,1964,9.9512329,,,,9.951954418594028,9.952102364379142
9,2,1965,11,3,208,12,4,125000,1103,6.6608953,11.736069,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292654,,,,10.29250993199615,10.29268378965172
6,2,1955,11,3,208,71,4,325000,1103,7.3734603,12.691581,55,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,19,0,,1,0,10.159001,,,,10.15854509591067,10.15871615145329
8,2,1968,11,3,208,11,4,150000,1103,7.130899,11.91839,68,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,68,7.2853718,0,0,1995,6,0,1,0,1968,10.63625,10.431212,10.43069088753915,10.430691,10.63630547813083,10.63677365788355
9,2,1958,11,3,208,39,4,180000,1103,7.3822131,12.100712,58,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.158682,10.004916,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
0,2,1955,11,3,257,11,4,24500,1103,5.724402,10.106428,55,1108,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,19,0,,1,0,10.159623,,,,10.15854509591067,10.15871615145329
12,1,1962,11,3,101,91,4,280000,1103,7.4426785,12.542545,62,1106,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,62,7.2853718,0,0,1995,12,1,0,0,1962,10.228013,10.004258,10.0046892862768,10.004689,10.22855274371307,10.22869519520351
6,2,1956,11,3,208,95,4,347000,1103,7.3103428,12.75708,56,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,18,0,,1,0,10.158931,,,,10.15854509591067,10.15871615145329
6,2,1969,11,3,208,33,4,140000,1103,6.4741192,11.849398,69,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,69,7.2853718,0,0,1995,5,0,1,0,1969,10.419609,10.431575,10.43069088753915,10.430691,10.42062021484455,10.42080316743581
3,1,1959,11,3,841,12,4,120000,1103,6.5712829,11.695247,59,1210,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.159103,10.005784,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
9,1,1954,11,3,334,51,4,400000,1103,7.6417246,12.89922,54,1108,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,20,0,,1,0,10.158677,,,,10.15854509591067,10.15871615145329
12,2,1966,11,3,161,91,4,105000,1103,5.768702,11.561716,66,1105,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.17455,,,,10.1740194156662,10.17419073773366
12,2,1967,11,3,208,95,4,105000,1103,6.3042202,11.561716,67,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,67,7.2853718,0,0,1995,7,0,,0,1967,10.171732,,,,10.17076589725688,10.1709641447326
9,2,1950,11,3,208,95,4,328000,1103,7.7881141,12.700768,100,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,24,0,,1,0,10.158674,,,,10.15854509591067,10.15871615145329
3,2,1965,11,3,208,17,4,205000,1103,6.9732699,12.230765,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292976,,,,10.29250993199615,10.29268378965172
6,2,1972,11,3,208,14,4,42000,1103,5.9632936,10.645425,72,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,72,7.2853718,0,0,1995,2,0,1,0,1972,10.647634,10.431493,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
6,2,1962,11,3,208,64,4,150000,1103,6.6608953,11.91839,62,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,62,7.2853718,0,0,1995,12,1,0,0,1962,10.229491,10.005564,10.0046892862768,10.004689,10.22855274371307,10.22869519520351
6,2,1953,11,3,12,91,4,209200,1103,7.2271657,12.251046,53,1172,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,21,0,,1,0,10.159011,,,,10.15854509591067,10.15871615145329
9,1,1971,11,3,99,95,4,150000,1103,6.5618043,11.91839,71,1171,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,71,7.2853718,0,0,1995,3,0,1,0,1971,10.835312,10.431021,10.43069088753915,10.430691,10.83486728223189,10.83504330175631
3,2,1960,11,3,208,31,4,120000,1103,6.3969297,11.695247,60,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,14,1,0,0,0,10.159333,10.006145,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
5,2,1968,11,3,208,17,4,205000,1103,6.9526505,12.230765,68,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,68,7.2853718,0,0,1995,6,0,1,0,1968,10.635499,10.43182,10.43069088753915,10.430691,10.63630547813083,10.63677365788355
6,1,1958,11,3,311,34,4,200000,1103,6.991137,12.206073,58,1275,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.158974,10.005477,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
6,1,1965,11,3,372,17,4,110000,1103,5.9452753,11.608235,65,1206,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292815,,,,10.29250993199615,10.29268378965172
6,2,1952,11,3,208,51,4,240000,1103,7.6009026,12.388394,52,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,22,0,,1,0,10.159015,,,,10.15854509591067,10.15871615145329
12,1,1964,11,3,337,93,4,216000,1103,7.805697,12.283033,64,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,64,7.2853718,0,0,1995,10,0,,0,1964,9.9512329,,,,9.951954418594028,9.952102364379142
5,2,1963,11,3,208,12,4,260000,1103,7.4986238,12.468437,63,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,63,7.2853718,0,0,1995,11,0,,0,1963,9.654233,,,,9.65522526778083,9.655404419194996
3,2,1965,11,3,208,15,4,260000,1103,7.0567908,12.468437,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292976,,,,10.29250993199615,10.29268378965172
6,1,1956,11,3,337,52,4,140000,1103,6.4377518,11.849398,56,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,18,0,,1,0,10.158931,,,,10.15854509591067,10.15871615145329
12,1,1965,11,3,26,38,4,275000,1103,7.1128802,12.524527,65,1271,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292493,,,,10.29250993199615,10.29268378965172
9,1,1971,11,3,99,95,4,150000,1103,6.5618043,11.91839,71,1171,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,71,7.2853718,0,0,1995,3,0,1,0,1971,10.835312,10.431021,10.43069088753915,10.430691,10.83486728223189,10.83504330175631
9,2,1970,11,3,208,18,4,100000,1103,6.1012793,11.512925,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.449393,10.431036,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
6,2,1967,11,3,208,95,4,215000,1103,6.7977543,12.278394,67,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,67,7.2853718,0,0,1995,7,0,,0,1967,10.169679,,,,10.17076589725688,10.1709641447326
6,1,1965,11,3,311,62,4,200000,1103,6.9485774,12.206073,65,1275,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292815,,,,10.29250993199615,10.29268378965172
12,1,1958,11,3,272,22,4,450000,1103,8.4526548,13.017003,58,1603,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.158391,10.004355,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
9,2,1965,11,3,78,39,4,210000,1103,7.130899,12.254863,65,1276,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292654,,,,10.29250993199615,10.29268378965172
12,2,1959,11,3,208,91,4,232320,1103,7.1629143,12.355871,59,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.158452,10.004437,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
9,2,1956,11,3,208,12,4,156550,1103,6.9372501,11.961131,56,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,18,0,,1,0,10.158691,,,,10.15854509591067,10.15871615145329
9,2,1960,11,3,208,62,4,120200,1103,6.6217384,11.696913,60,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,14,1,0,0,0,10.158679,10.004915,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,2,1970,11,3,208,11,4,120000,1103,6.2836008,11.695247,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.450636,10.430507,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
12,2,1970,11,3,208,91,4,181000,1103,6.9132953,12.106253,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.450636,10.430507,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
12,2,1959,11,3,208,91,4,233600,1103,6.8975339,12.361365,59,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.158452,10.004437,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,1,1971,11,3,337,33,4,135000,1103,6.5555348,11.81303,71,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,71,7.2853718,0,0,1995,3,0,1,0,1971,10.836802,10.430465,10.43069088753915,10.430691,10.83486728223189,10.83504330175631
12,1,1955,11,3,337,52,4,200000,1103,7.2362595,12.206073,55,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,19,0,,1,0,10.15838,,,,10.15854509591067,10.15871615145329
9,1,1953,11,3,337,33,4,170000,1103,6.5141244,12.043553,53,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,21,0,,1,0,10.158681,,,,10.15854509591067,10.15871615145329
12,2,1968,11,3,257,95,4,170000,1103,7.2899637,12.043553,68,1108,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,68,7.2853718,0,0,1995,6,0,1,0,1968,10.637252,10.430402,10.43069088753915,10.430691,10.63630547813083,10.63677365788355
12,1,1956,11,3,311,71,4,750000,1103,8.1525497,13.527828,56,1275,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,18,0,,1,0,10.158453,,,,10.15854509591067,10.15871615145329
12,1,1966,11,3,99,93,4,270800,1103,7.4852552,12.509136,66,1171,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.17455,,,,10.1740194156662,10.17419073773366
9,2,1970,11,3,208,95,4,105000,1103,6.5645032,11.561716,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.449393,10.431036,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
2,2,1958,11,3,208,17,4,150000,1103,6.9485774,11.91839,58,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.159361,10.006225,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,1,1966,11,3,337,51,4,240000,1103,7.1734586,12.388394,66,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.17455,,,,10.1740194156662,10.17419073773366
12,2,1966,11,3,208,91,4,193640,1103,7.0985823,12.173756,66,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.17455,,,,10.1740194156662,10.17419073773366
12,2,1951,11,3,208,71,4,150000,1103,6.8432169,11.91839,51,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,23,0,,1,0,10.158349,,,,10.15854509591067,10.15871615145329
6,2,1962,11,3,208,15,4,150000,1103,6.5431123,11.91839,62,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,62,7.2853718,0,0,1995,12,1,0,0,1962,10.229491,10.005564,10.0046892862768,10.004689,10.22855274371307,10.22869519520351
12,2,1950,11,3,208,93,4,405000,1103,7.6752005,12.911642,100,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,24,0,,1,0,10.158314,,,,10.15854509591067,10.15871615145329
6,2,1970,11,3,208,95,4,160000,1103,7.1954374,11.982929,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.448152,10.431566,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
5,2,1958,11,3,208,93,4,140000,1103,6.7254338,11.849398,58,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.15907,10.005664,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
6,2,1958,11,3,208,12,4,275600,1103,7.4515319,12.526706,58,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,16,1,0,0,0,10.158974,10.005477,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,2,1965,11,3,208,93,4,162000,1103,6.8713875,11.995352,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292493,,,,10.29250993199615,10.29268378965172
6,2,1970,11,3,208,12,4,147600,1103,6.8270874,11.902261,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.448152,10.431566,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
9,1,1957,11,3,65,71,4,300000,1103,6.7944264,12.611538,57,1276,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,17,1,0,0,0,10.158674,10.004915,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
3,2,1963,11,3,208,12,4,136200,1103,6.746706,11.821879,63,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,63,7.2853718,0,0,1995,11,0,,0,1963,9.65378,,,,9.65522526778083,9.655404419194996
6,2,1962,11,3,208,12,4,149950,1103,6.8941765,11.918057,62,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,62,7.2853718,0,0,1995,12,1,0,0,1962,10.229491,10.005564,10.0046892862768,10.004689,10.22855274371307,10.22869519520351
6,1,1956,11,3,337,71,4,175000,1103,6.9020572,12.072541,56,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,18,0,,1,0,10.158931,,,,10.15854509591067,10.15871615145329
9,2,1964,11,3,208,15,4,175000,1103,7.220511,12.072541,64,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,64,7.2853718,0,0,1995,10,0,,0,1964,9.9521408,,,,9.951954418594028,9.952102364379142
9,2,1965,11,3,208,51,4,155000,1103,6.2473979,11.95118,65,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,65,7.2853718,0,0,1995,9,0,,0,1965,10.292654,,,,10.29250993199615,10.29268378965172
12,2,1969,11,3,208,95,4,120000,1103,6.6713667,11.695247,69,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,69,7.2853718,0,0,1995,5,0,1,0,1969,10.421969,10.43044,10.43069088753915,10.430691,10.42062021484455,10.42080316743581
12,2,1961,11,3,208,12,4,250000,1103,7.3540425,12.429216,61,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,13,1,0,0,0,10.15833,10.004251,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,1,1966,11,3,337,62,4,135000,1103,6.4013839,11.81303,66,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,66,7.2853718,0,0,1995,8,0,,0,1966,10.17455,,,,10.1740194156662,10.17419073773366
5,1,1957,11,3,65,95,4,450000,1103,7.6053567,13.017003,57,1276,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,17,1,0,0,0,10.159165,10.005816,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
13,1,1972,11,3,277,39,4,120000,1103,6.4377518,11.695247,72,1211,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,72,7.2853718,0,0,1995,2,0,1,0,1972,10.652135,10.430438,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
12,2,1953,11,3,208,91,4,280000,1103,7.6905146,12.542545,53,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,21,0,,1,0,10.15835,,,,10.15854509591067,10.15871615145329
12,1,1952,11,3,109,72,4,300000,1103,7.4640431,12.611538,52,3175,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,22,0,,1,0,10.158347,,,,10.15854509591067,10.15871615145329
12,1,1970,11,3,337,33,4,175000,1103,6.6972628,12.072541,70,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,70,7.2853718,0,0,1995,4,0,1,0,1970,10.450636,10.430507,10.43069088753915,10.430691,10.44889997832205,10.44908949591482
12,1,1953,11,3,337,91,4,264000,1103,7.4864922,12.483705,53,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,21,0,,1,0,10.15835,,,,10.15854509591067,10.15871615145329
3,2,1969,11,3,208,51,4,250000,1103,7.0916781,12.429216,69,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,0,1,69,7.2853718,0,0,1995,5,0,1,0,1969,10.418428,10.432142,10.43069088753915,10.430691,10.42062021484455,10.42080316743581
12,1,1959,11,3,337,93,4,310000,1103,7.6471152,12.644327,59,1103,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,15,1,0,0,0,10.158452,10.004437,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
12,2,1954,11,3,73,91,4,500000,1103,7.3922634,13.122363,54,1102,2.367049,1,89563,.1820417,.34521666,1168.5193,0,0,100,7.2853718,0,0,1995,20,0,,1,0,10.158404,,,,10.15854509591067,10.15871615145329
17,1,1960,11,3,334,96,4,440000,1103,7.7370348,12.99453,60,1108,2.367049,1,89563,.1820417,.34521666,1168.5193,1,0,100,7.2853718,0,0,1995,14,1,0,0,0,10.157808,10.003274,10.0046892862768,10.004689,10.15854509591067,10.15871615145329
