yeduc,p105,birthyr,birthprov,p509kab,weight,p607,classwk,wage,birthpl,lhwage,lwage,p504th,resid,n_inpres_schools,high_inpres,child_pop_71,en71,wsppc,dens71,treat1b,treat2b,dum,moldyed,java,urban,year,age74,old,young,reallyold,pool_old_birthyr,yeduc_hat,yeduc_hat_single_IV,_yeduc_hat_single_IV_no_loo,yeduc_hat_single_IV_no_loo,yeduc_hat_no_loo,yeduc_hat_no_loo_check,lazy_reg_test,lhwage_resid,yeduc_resid,young_x_n_inpres,schools_resid,yeduc_hat_single_IV_po_no_loo,yeduc_resid_po,schools_resid_po,lhwage_resid_po,_yeduc_resid_po,_schools_resid_po,_lhwage_resid_po,yeduc_hat_single_IV_po
17,1,1952,12,2,34,93,4,380000,1202,7.8240461,12.847926,52,1272,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,22,0,,1,0,10.200916,,,,10.20214896275302,10.20232211310489,,.59931475,6.2171707,,,,,,,6.216691,,.59926176,
17,1,1960,12,2,841,93,4,161000,1202,6.7962027,11.98916,60,1210,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,14,1,0,0,0,10.201063,10.0407,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,-.37215611,5.7837949,0,-.087984271,-.015834667,5.8522062,-.089024961,-.37655804,5.7840972,-.087994449,-.37212276,-.017522562
9,1,1953,12,2,37,91,4,268700,1202,7.4774704,12.50135,53,5408,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,21,0,,1,0,10.202387,,,,10.20214896275302,10.20232211310489,,.25273901,-1.7828292,,,,,,,-1.7833091,,.25268605,
6,1,1963,12,2,252,93,4,150000,1202,6.3577089,11.91839,63,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,63,7.9444871,0,0,1995,11,0,,0,1963,9.7476273,,,,9.743579482241552,9.743760008658109,,-.86702245,-4.7828293,,,,,,,-4.783309,,-.86707544,
15,1,1957,12,2,975,93,4,550000,1202,8.0247164,13.217673,57,3218,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,17,1,0,0,0,10.201386,10.041253,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,.85358536,4.2678885,0,-.078066275,-.014049709,4.3203392,-.079025678,.8640756,4.2678776,-.078065895,.85358417,-.015350572
15,2,1960,12,2,320,93,4,206000,1202,7.3528295,12.235631,60,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,14,1,0,0,0,10.201401,10.041253,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,.18447067,3.7837951,0,-.087984271,-.015834667,3.8285501,-.089024961,.1866526,3.7840974,-.087994449,.18450403,-.017056908
12,2,1968,12,2,320,12,4,60000,1202,6.0604572,11.0021,68,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,1,68,7.9444871,0,0,1995,6,0,1,0,1968,10.636682,10.430214,10.43069088753915,10.430691,10.63743149691764,10.63787535405883,10.105544,-.77815115,.82696652,2.1565938,.19305578,.034744564,.8373794,.19548666,-.78794932,.82952857,.19296955,-.77786839,.035259318
6,2,1953,12,2,320,12,4,151200,1202,6.6482439,11.926359,53,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,21,0,,1,0,10.202904,,,,10.20214896275302,10.20232211310489,,-.57648748,-4.7828293,,,,,,,-4.783309,,-.57654047,
6,2,1955,12,2,320,51,4,210000,1202,7.0843787,12.254863,55,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,19,0,,1,0,10.202831,,,,10.20214896275302,10.20232211310489,,-.14035268,-4.7828293,,,,,,,-4.783309,,-.14040564,
12,1,1972,12,2,38,51,4,150000,1202,6.7944264,11.91839,72,1375,2.1565938,1,191042,.22978286,.38606802,33.17622,0,1,72,7.9444871,0,0,1995,2,0,1,0,1972,10.648281,10.430224,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,10.105544,.025353143,1.2056327,2.1565938,.11783349,.021206686,1.2214177,.11937624,.025685083,1.2074535,.1177722,.025554067,.021366112
12,1,1955,12,2,109,62,4,800000,1202,8.2940493,13.592367,55,3172,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,19,0,,1,0,10.20188,,,,10.20214896275302,10.20232211310489,,1.0693178,1.2171708,,,,,,,1.2166909,,1.0692649,
12,1,1958,12,2,59,62,4,500000,1202,7.7657771,13.122363,58,1472,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,16,1,0,0,0,10.201859,10.042033,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,.58996022,1.4807633,0,-.10371666,-.018666049,1.4997622,-.10504739,.59752971,1.4813806,-.10373744,.59002835,-.01943225
8,2,1950,12,2,183,11,4,56000,1202,6.0810766,10.933107,100,1308,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,24,0,,1,0,10.202548,,,,10.20214896275302,10.20232211310489,,-1.1436548,-2.782829,,,,,,,-2.7833092,,-1.1437078,
17,1,1960,12,2,114,32,4,800000,1202,8.5171928,13.592367,60,3271,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,14,1,0,0,0,10.201063,10.0407,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,1.348834,5.7837949,0,-.087984271,-.015834667,5.8522062,-.089024961,1.3647882,5.7840972,-.087994449,1.3488674,-.017522562
4,2,1957,12,2,320,93,4,72000,1202,6.0604572,11.184422,57,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,17,1,0,0,0,10.203208,10.044233,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,-1.1106738,-6.7321115,0,-.078066275,-.014049709,-6.8148465,-.079025678,-1.1243235,-6.7321224,-.078065895,-1.110675,-.012799831
12,1,1956,12,2,311,93,4,240000,1202,7.3911819,12.388394,56,1275,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,18,0,,1,0,10.201899,,,,10.20214896275302,10.20232211310489,,.16645055,1.2171708,,,,,,,1.2166909,,.16639759,
6,1,1960,12,2,92,71,4,400000,1202,7.26443,12.89922,60,1771,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,100,7.9444871,0,0,1995,14,1,0,0,0,10.202919,10.043743,10.04256524243237,10.042565,10.20214896275302,10.20232211310489,10.318158,.096071258,-5.2162051,0,-.087984271,-.015834667,-5.2779026,-.089024961,.097207598,-5.2159028,-.087994449,.096104614,-.014961463
6,2,1954,12,2,320,12,4,126000,1202,6.7742238,11.744038,54,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,20,0,,1,0,10.202966,,,,10.20214896275302,10.20232211310489,,-.45050758,-4.7828293,,,,,,,-4.783309,,-.45056054,
17,2,1962,12,2,229,93,4,295720,1202,7.6273551,12.597168,62,1205,2.1565938,1,191042,.22978286,.38606802,33.17622,1,0,62,7.9444871,0,0,1995,12,1,0,0,1962,10.259985,10.040682,10.04256524243237,10.042565,10.26593220531642,10.26607929481272,10.318158,.42539895,5.8545518,0,-.092111729,-.016577492,5.9204674,-.093148805,.43018845,5.8549781,-.092126071,.42544594,-.018289553
6,2,1970,12,2,320,12,4,120000,1202,6.8432169,11.695247,70,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,1,70,7.9444871,0,0,1995,4,0,1,0,1970,10.470428,10.432268,10.43069088753915,10.430691,10.46668828775057,10.46687825868506,10.105544,.04069075,-4.3608131,2.1565938,.16344425,.029415328,-4.4153061,.16548666,.041199222,-4.3608713,.16344622,.040684331,.031090889
17,1,1951,12,2,102,33,4,500000,1202,7.8648682,13.122363,51,3173,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,23,0,,1,0,10.200981,,,,10.20214896275302,10.20232211310489,,.64013678,6.2171707,,,,,,,6.216691,,.64008379,
9,2,1950,12,2,320,93,4,172000,1202,6.9553833,12.05525,100,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,100,7.9444871,0,0,1995,24,0,,1,0,10.202372,,,,10.20214896275302,10.20232211310489,,-.26934808,-1.7828292,,,,,,,-1.7833091,,-.26940104,
12,2,1964,12,2,320,93,4,180000,1202,7.418581,12.100712,64,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,0,64,7.9444871,0,0,1995,10,0,,0,1964,10.013226,,,,10.0139263371362,10.01407843242745,,.19384961,1.2171708,,,,,,,1.2166909,,.19379665,
9,2,1970,12,2,320,39,4,145000,1202,6.7369947,11.884489,70,1202,2.1565938,1,191042,.22978286,.38606802,33.17622,0,1,70,7.9444871,0,0,1995,4,0,1,0,1970,10.467949,10.431196,10.43069088753915,10.430691,10.46668828775057,10.46687825868506,10.105544,-.065531403,-1.3608131,2.1565938,.16344425,.029415328,-1.3778179,.16548666,-.066350289,-1.3608713,.16344622,-.065537818,.030355493
12,2,1965,12,3,76,93,4,161000,1203,7.3839893,11.98916,65,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.6222725,,,,9.698162820905772,9.698302066190251,,.36066002,2.9864812,,,,,,,2.9873812,,.36075932,
12,2,1963,12,3,76,91,4,147300,1203,6.6221118,11.900227,63,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,63,7.5560222,0,0,1995,11,0,,0,1963,7.8918567,,,,7.998295851472125,7.998449217111123,,-.40121752,2.9864812,,,,,,,2.9873812,,-.40111822,
12,1,1960,12,3,26,91,4,120000,1203,6.6200733,11.695247,60,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,14,1,0,0,0,9.3290377,9.2768736,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.40674511,2.6265676,0,-1.7424728,-.31359562,2.6782513,-1.7767599,-.41474873,2.6279271,-1.7425185,-.40659508,-.32897389
14,1,1957,12,3,142,91,4,350000,1203,7.6905146,12.765689,57,1471,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,17,1,0,0,0,9.3200521,9.2618933,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.67829466,4.9969931,0,-1.7881037,-.32180789,5.1028786,-1.8259934,.6926676,4.9979901,-1.7881373,.67840469,-.34379587
4,2,1955,12,3,76,17,4,200000,1203,6.7944264,12.206073,55,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,19,0,,1,0,9.3552427,,,,9.34083051288971,9.340962283933056,,-.22890289,-5.0135188,,,,,,,-5.012619,,-.22880358,
6,1,1960,12,3,26,91,4,300000,1203,6.976748,12.611538,60,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,14,1,0,0,0,9.3511696,9.3127308,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.050070424,-3.3734324,0,-1.7424728,-.31359562,-3.4398124,-1.7767599,-.051055674,-3.3720729,-1.7425185,-.049920402,-.31567186
9,1,1972,12,3,142,51,4,120000,1203,6.1658177,11.695247,72,1471,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,72,7.5560222,0,0,1995,2,0,1,0,1972,10.651603,10.431537,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,9.547307,-.4018535,-.025057012,6.3137693,1.820381,.3276169,-.025583602,1.8586376,-.41029871,-.021856152,1.8202733,-.40150028,.3381308
6,1,1968,12,3,26,16,4,150000,1203,6.7254338,11.91839,68,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,68,7.5560222,0,0,1995,6,0,1,0,1968,10.747432,10.437732,10.43069088753915,10.430691,10.61518895683563,10.61611326480783,9.547307,-.022207314,-3.6071491,6.3137693,1.8790104,.33816853,-3.6803739,1.9171541,-.022658119,-3.6024642,1.8788527,-.021690344,.35794577
17,1,1968,12,3,109,93,4,250000,1203,7.459403,12.429216,68,3175,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,68,7.5560222,0,0,1995,6,0,1,0,1968,10.359939,10.418406,10.43069088753915,10.430691,10.61518895683563,10.61611326480783,9.547307,.71176189,7.3928509,6.3137693,1.8790104,.33816853,7.5429249,1.9171541,.72621059,7.3975358,1.8788527,.71227884,.3299405
3,2,1955,12,3,76,71,4,160000,1203,6.9077554,11.982929,55,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,19,0,,1,0,9.3589449,,,,9.34083051288971,9.340962283933056,,-.11557396,-6.0135188,,,,,,,-6.012619,,-.11547463,
6,1,1950,12,3,92,51,4,180000,1203,6.8432169,12.100712,100,1771,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,24,0,,1,0,9.3499556,,,,9.34083051288971,9.340962283933056,,-.18011244,-3.0135188,,,,,,,-3.0126188,,-.18001312,
12,2,1965,12,3,76,91,4,223640,1203,6.9996729,12.317793,65,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.6222725,,,,9.698162820905772,9.698302066190251,,-.023656443,2.9864812,,,,,,,2.9873812,,-.023557123,
12,2,1955,12,3,76,92,4,500000,1203,8.5580149,13.122363,55,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,19,0,,1,0,9.3256178,,,,9.34083051288971,9.340962283933056,,1.5346855,2.9864812,,,,,,,2.9873812,,1.5347849,
12,1,1965,12,3,26,17,4,140000,1203,6.7742238,11.849398,65,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.6222725,,,,9.698162820905772,9.698302066190251,,-.24910553,2.9864812,,,,,,,2.9873812,,-.24900621,
6,1,1969,12,3,26,17,4,150000,1203,6.3889613,11.91839,69,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,69,7.5560222,0,0,1995,5,0,1,0,1969,10.182739,10.437708,10.43069088753915,10.430691,10.03987893379377,10.0400424385366,9.547307,-.32722291,-3.5806274,6.3137693,1.8836817,.33900923,-3.6538656,1.9222106,-.33391595,-3.5770495,1.8835611,-.32682812,.35884765
2,1,1963,12,3,125,61,4,180000,1203,6.7254338,12.100712,63,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,63,7.5560222,0,0,1995,11,0,,0,1963,8.2347832,,,,7.998295851472125,7.998449217111123,,-.29789549,-7.0135188,,,,,,,-7.012619,,-.29779619,
6,2,1957,12,3,76,71,4,85000,1203,6.1799226,11.350407,57,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,17,1,0,0,0,9.350069,9.3109818,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.83229733,-3.0030069,0,-1.7881037,-.32180789,-3.0666401,-1.8259934,-.84993362,-3.0020096,-1.7881373,-.83218729,-.32513702
17,1,1967,12,3,26,93,4,200000,1203,7.2362595,12.206073,67,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,67,7.5560222,0,0,1995,7,0,,0,1967,9.1101799,,,,9.373427777055801,9.373632078746013,,.21293013,7.9864812,,,,,,,7.987381,,.21302944,
12,1,1963,12,3,26,82,4,150000,1203,6.9485774,11.91839,63,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,63,7.5560222,0,0,1995,11,0,,0,1963,7.8918567,,,,7.998295851472125,7.998449217111123,,-.074751928,2.9864812,,,,,,,2.9873812,,-.074652605,
5,2,1965,12,3,76,24,4,90000,1203,6.1294503,11.407565,65,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.8260279,,,,9.698162820905772,9.698302066190251,,-.893879,-4.0135188,,,,,,,-4.012619,,-.8937797,
9,1,1960,12,3,26,92,4,150000,1203,6.6608953,11.91839,60,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,14,1,0,0,0,9.3401041,9.2948017,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.36592308,-.37343246,0,-1.7424728,-.31359562,-.38078058,-1.7767599,-.37312344,-.37207288,-1.7425185,-.36577305,-.32232288
12,1,1965,12,3,26,91,4,260000,1203,7.0931587,12.468437,65,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.6222725,,,,9.698162820905772,9.698302066190251,,.069829389,2.9864812,,,,,,,2.9873812,,.069928713,
9,1,1967,12,3,26,62,4,225000,1203,7.1533718,12.323855,67,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,67,7.5560222,0,0,1995,7,0,,0,1967,9.3871431,,,,9.373427777055801,9.373632078746013,,.13004248,-.01351887,,,,,,,-.012618794,,.13014179,
9,2,1951,12,3,76,91,4,215000,1203,7.1544294,12.278394,51,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,23,0,,1,0,9.3428698,,,,9.34083051288971,9.340962283933056,,.1311001,-.01351887,,,,,,,-.012618794,,.13119942,
2,2,1960,12,3,76,24,4,150000,1203,6.640276,11.91839,60,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,14,1,0,0,0,9.3659239,9.3366356,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.38654247,-7.3734326,0,-1.7424728,-.31359562,-7.5185218,-1.7767599,-.39414856,-7.3720727,-1.7425185,-.38639244,-.30680382
12,1,1960,12,3,260,91,4,186000,1203,6.8760066,12.133502,60,1303,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,14,1,0,0,0,9.3290377,9.2768736,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.15081181,2.6265676,0,-1.7424728,-.31359562,2.6782513,-1.7767599,-.15377937,2.6279271,-1.7425185,-.15066178,-.32897389
9,2,1971,12,3,213,17,4,200000,1203,6.7944264,12.206073,71,1771,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,71,7.5560222,0,0,1995,3,0,1,0,1971,11.175861,10.431982,10.43069088753915,10.430691,11.14482456731771,11.14496957908248,9.547307,.23447627,-.31673011,6.3137693,1.8360456,.33043608,-.32345656,1.8750379,.23945586,-.31477204,1.8359797,.23469234,.34184173
15,1,1961,12,3,109,95,4,500000,1203,7.7107172,13.122363,61,3172,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,13,1,0,0,0,9.3213978,9.2643318,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.65780783,4.5463901,0,-1.7873762,-.32167697,4.6446781,-1.8260171,.67202884,4.5462613,-1.7873718,.65779358,-.34275392
12,1,1964,12,3,26,91,4,162000,1203,7.0255384,11.995352,64,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,64,7.5560222,0,0,1995,10,0,,0,1964,8.6502008,,,,8.789779015367982,8.789849144392221,,.002209112,2.9864812,,,,,,,2.9873812,,.0023084327,
12,2,1968,12,3,76,15,4,300000,1203,8.0471897,12.611538,68,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,68,7.5560222,0,0,1995,6,0,1,0,1968,10.536072,10.427191,10.43069088753915,10.430691,10.61518895683563,10.61611326480783,9.547307,1.2995486,2.3928509,6.3137693,1.8790104,.33816853,2.4414253,1.9171541,1.3259293,2.3975358,1.8788527,1.3000655,.34267017
4,2,1953,12,3,76,17,4,190000,1203,6.9398437,12.154779,53,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,21,0,,1,0,9.3580942,,,,9.34083051288971,9.340962283933056,,-.083485678,-5.0135188,,,,,,,-5.012619,,-.083386354,
6,2,1969,12,3,76,17,4,140000,1203,6.8521852,11.849398,69,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,69,7.5560222,0,0,1995,5,0,1,0,1969,10.182739,10.437708,10.43069088753915,10.430691,10.03987893379377,10.0400424385366,9.547307,.13600102,-3.5806274,6.3137693,1.8836817,.33900923,-3.6538656,1.9222106,.13878278,-3.5770495,1.8835611,.13639581,.35884765
12,2,1961,12,3,76,91,4,220000,1203,7.656992,12.301383,61,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,13,1,0,0,0,9.3327093,9.2827406,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.60408258,1.5463903,0,-1.7873762,-.32167697,1.5798215,-1.8260171,.61714214,1.5462614,-1.7873718,.60406834,-.33575377
6,2,1971,12,3,76,71,4,600000,1203,8.4526548,13.304685,71,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,71,7.5560222,0,0,1995,3,0,1,0,1971,11.301697,10.437152,10.43069088753915,10.430691,11.14482456731771,11.14496957908248,9.547307,1.8927046,-3.31673,6.3137693,1.8360456,.33043608,-3.3871679,1.8750379,1.9329003,-3.3147721,1.8359797,1.8929207,.34918368
6,1,1958,12,3,26,17,4,150000,1203,6.3889613,11.91839,58,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,16,1,0,0,0,9.3518486,9.3139133,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,-.69979012,-3.6538796,0,-1.6972222,-.30545181,-3.7307274,-1.7329179,-.714508,-3.6520236,-1.6972847,-.69958532,-.30739108
0,2,1962,12,3,76,71,4,150000,1203,6.7944264,11.91839,62,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,62,7.5560222,0,0,1995,12,1,0,0,1962,9.9167585,9.3547888,9.294391692573688,9.2943916,9.527566040651971,9.527621514419998,10.16977,-.23857005,-10.311529,0,-1.7662055,-.31786686,-10.522561,-1.802352,-.24345252,-10.309893,-1.7662607,-.23838945,-.30434904
4,2,1954,12,3,76,17,4,100000,1203,6.3889613,11.512925,54,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,20,0,,1,0,9.3594694,,,,9.34083051288971,9.340962283933056,,-.634368,-5.0135188,,,,,,,-5.012619,,-.6342687,
9,2,1967,12,3,76,17,4,90000,1203,6.2836008,11.407565,67,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,67,7.5560222,0,0,1995,7,0,,0,1967,9.3871431,,,,9.373427777055801,9.373632078746013,,-.73972851,-.01351887,,,,,,,-.012618794,,-.73962921,
12,2,1964,12,3,76,91,4,224000,1203,7.3495879,12.319402,64,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,64,7.5560222,0,0,1995,10,0,,0,1964,8.6502008,,,,8.789779015367982,8.789849144392221,,.3262586,2.9864812,,,,,,,2.9873812,,.3263579,
12,2,1970,12,3,76,24,4,90000,1203,6.2836008,11.407565,70,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,70,7.5560222,0,0,1995,4,0,1,0,1970,10.014901,10.426433,10.43069088753915,10.430691,10.11531121474782,10.11549223070637,9.547307,-.41365367,2.9280849,6.3137693,1.8456143,.33215818,2.9876518,1.8831602,-.42206877,2.9288018,1.8455901,-.41357458,.33533442
17,1,1958,12,3,109,93,4,400000,1203,7.6417246,12.89922,58,3171,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,16,1,0,0,0,9.3122644,9.2497425,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.55297315,7.3461204,0,-1.6972222,-.30545181,7.5006232,-1.7329179,.56460321,7.3479767,-1.6972847,.55317795,-.33074158
11,2,1953,12,3,76,74,4,225000,1203,6.9122095,12.323855,53,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,100,7.5560222,0,0,1995,21,0,,1,0,9.3324528,,,,9.34083051288971,9.340962283933056,,-.11111982,1.9864811,,,,,,,1.9873812,,-.1110205,
11,2,1971,12,3,76,51,4,175000,1203,6.6972628,12.072541,71,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,71,7.5560222,0,0,1995,3,0,1,0,1971,11.09197,10.428536,10.43069088753915,10.430691,11.14482456731771,11.14496957908248,9.547307,.13731259,1.6832699,6.3137693,1.8360456,.33043608,1.7190177,1.8750379,.14022872,1.685228,1.8359797,.13752866,.33694708
6,1,1965,12,3,26,17,4,185000,1203,7.9692278,12.128111,65,1271,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.7969198,,,,9.698162820905772,9.698302066190251,,.94589847,-3.0135188,,,,,,,-3.0126188,,.94599777,
3,2,1963,12,3,76,17,4,300000,1203,6.976748,12.611538,63,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,63,7.5560222,0,0,1995,11,0,,0,1963,8.200491,,,,7.998295851472125,7.998449217111123,,-.046581343,-6.0135188,,,,,,,-6.012619,,-.046482023,
3,2,1968,12,3,76,17,4,90000,1203,6.2836008,11.407565,68,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,68,7.5560222,0,0,1995,6,0,1,0,1968,10.853111,10.443002,10.43069088753915,10.430691,10.61518895683563,10.61611326480783,9.547307,-.46404034,-6.6071491,6.3137693,1.8790104,.33816853,-6.7412734,1.9171541,-.47346029,-6.6024642,1.8788527,-.46352336,.36558357
12,2,1967,12,3,76,71,4,120000,1203,6.3969297,11.695247,67,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,67,7.5560222,0,0,1995,7,0,,0,1967,9.2832823,,,,9.373427777055801,9.373632078746013,,-.62639958,2.9864812,,,,,,,2.9873812,,-.62630028,
12,2,1959,12,3,76,91,4,206900,1203,7.4197092,12.239991,59,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,15,1,0,0,0,9.3317976,9.2812548,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.27860841,2.0376143,0,-1.6268175,-.29278094,2.0806713,-1.6611937,.28449568,2.0138078,-1.6260161,.2759814,-.30607161
6,2,1958,12,3,76,17,4,250000,1203,7.5771861,12.429216,58,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,1,0,100,7.5560222,0,0,1995,16,1,0,0,0,9.3518486,9.3139133,9.294391692573688,9.2943916,9.34083051288971,9.340962283933056,10.16977,.48843467,-3.6538796,0,-1.6972222,-.30545181,-3.7307274,-1.7329179,.49870735,-3.6520236,-1.6972847,.4886395,-.30739108
12,2,1965,12,3,328,12,4,170000,1203,6.7860584,12.043553,65,1210,6.3137693,1,39596,.1570622,.58527714,62.091866,0,0,65,7.5560222,0,0,1995,9,0,,0,1965,9.6222725,,,,9.698162820905772,9.698302066190251,,-.23727091,2.9864812,,,,,,,2.9873812,,-.23717159,
12,2,1971,12,3,76,31,4,117000,1203,6.4769726,11.66993,71,1203,6.3137693,1,39596,.1570622,.58527714,62.091866,0,1,71,7.5560222,0,0,1995,3,0,1,0,1971,11.050025,10.426813,10.43069088753915,10.430691,11.14482456731771,11.14496957908248,9.547307,-.0829776,2.68327,6.3137693,1.8360456,.33043608,2.7402549,1.8750379,-.084739804,2.6852279,1.8359797,-.082761534,.33449975
