yeduc,p105,birthyr,birthprov,p509kab,weight,p607,classwk,wage,birthpl,lhwage,lwage,p504th,resid,n_inpres_schools,high_inpres,child_pop_71,en71,wsppc,dens71,treat1b,treat2b,dum,moldyed,java,urban,year,age74,old,young,reallyold,pool_old_birthyr,yeduc_hat,yeduc_hat_single_IV,_yeduc_hat_single_IV_no_loo,yeduc_hat_single_IV_no_loo,yeduc_hat_no_loo,yeduc_hat_no_loo_check,lazy_reg_test,lhwage_resid,yeduc_resid,young_x_n_inpres,schools_resid,yeduc_hat_single_IV_po_no_loo,yeduc_resid_po,schools_resid_po,lhwage_resid_po,_yeduc_resid_po,_schools_resid_po,_lhwage_resid_po,yeduc_hat_single_IV_po
5,2,1971,11,1,131,17,4,170000,1101,6.7254338,12.043553,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.865305,10.432178,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,.050400089,-4.1177588,2.7295361,.079307333,.014273072,-4.1756573,.080422454,.051108751,-4.1154408,.07922931,.050655872,.01553829
6,2,1959,11,1,131,33,4,150000,1101,7.3540425,11.91839,59,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,15,1,0,0,0,10.083935,9.9402618,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.1141361,-3.7128637,0,.021761699,.0039164918,-3.7674296,.022081519,.11581349,-3.7351236,.022510998,.11167978,.0048411102
11,1,1954,11,1,195,91,4,349000,1101,7.793014,12.762827,54,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,20,0,,1,0,10.0833,,,,10.08344198688924,10.08360943434158,,.64656329,2.1209927,,,,,,,2.1221783,,.64669412,
17,2,1954,11,1,131,91,4,349000,1101,7.505332,12.762827,54,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,20,0,,1,0,10.082433,,,,10.08344198688924,10.08360943434158,,.35888124,8.1209927,,,,,,,8.1221781,,.35901204,
9,2,1964,11,1,131,33,4,300000,1101,7.3540425,12.611538,64,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,64,7.0631027,0,0,1995,10,0,,0,1964,9.8471212,,,,9.845214257879205,9.845355056573148,,.20759176,.12099266,,,,,,,.1221782,,.20772259,
5,2,1966,11,1,76,17,4,120000,1101,6.5712829,11.695247,66,1203,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,66,7.0631027,0,0,1995,8,0,,0,1966,10.106835,,,,10.10128602564848,10.10145378044096,,-.57516789,-3.8790073,,,,,,,-3.8778217,,-.57503706,
9,2,1968,11,1,131,15,4,350000,1101,7.5507526,12.765689,68,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,68,7.0631027,0,0,1995,6,0,1,0,1968,10.634876,10.431054,10.43069088753915,10.430691,10.63436602831066,10.63487610122281,10.028607,.69973832,-.43626049,2.7295361,.11054906,.019895697,-.44255185,.11214331,.70982939,-.43142292,.11038622,.70027214,.020442136
8,1,1956,11,1,10,51,4,427000,1101,7.6270013,12.96454,56,1373,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,18,0,,1,0,10.083708,,,,10.08344198688924,10.08360943434158,,.48055053,-.87900734,,,,,,,-.8778218,,.48068133,
9,2,1972,11,1,101,51,4,150000,1101,6.5067444,11.91839,72,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,72,7.0631027,0,0,1995,2,0,1,0,1972,10.649165,10.431009,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,10.028607,-.18404828,.10945452,2.7295361,.048952501,.0088100648,.1110949,.049686145,-.18680659,.11294084,.048835143,-.18366358,.008976886
15,1,1965,11,1,99,93,4,201000,1101,7.3590298,12.211061,65,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,65,7.0631027,0,0,1995,9,0,,0,1965,10.233145,,,,10.23792203934064,10.2380927180182,,.212579,6.1209927,,,,,,,6.1221781,,.21270983,
6,2,1962,11,1,131,31,4,50000,1101,5.5416636,10.819778,62,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.16975,9.9406948,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,-1.6086528,-4.0097485,0,-.092978142,-.016733421,-4.066021,-.094282985,-1.6312286,-4.0077963,-.093043856,-1.6084374,-.016192326
17,1,1963,11,1,132,91,4,227000,1101,7.6505742,12.332705,63,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,63,7.0631027,0,0,1995,11,0,,0,1963,9.4981279,,,,9.503044356277309,9.503221139393387,,.50412345,8.1209927,,,,,,,8.1221781,,.50425428,
6,2,1956,11,1,131,17,4,60000,1101,5.8546052,11.0021,56,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,18,0,,1,0,10.083982,,,,10.08344198688924,10.08360943434158,,-1.2918456,-2.8790073,,,,,,,-2.8778217,,-1.2917148,
14,1,1962,11,1,132,91,4,308000,1101,7.755053,12.637856,62,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.158997,9.9381809,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,.60473657,3.9902515,0,-.092978142,-.016733421,4.0462503,-.094282985,.61322337,3.992204,-.093043856,.60495198,-.018063821
9,2,1956,11,1,131,71,4,200000,1101,6.7944264,12.206073,56,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,18,0,,1,0,10.083571,,,,10.08344198688924,10.08360943434158,,-.35202432,.12099266,,,,,,,.1221782,,-.35189351,
9,2,1970,11,1,131,12,4,97000,1101,6.6949744,11.482467,70,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,70,7.0631027,0,0,1995,4,0,1,0,1970,10.418435,10.431005,10.43069088753915,10.430691,10.41826147217424,10.41845020893324,10.028607,-.1082112,.14850511,2.7295361,.077829748,.014007149,.15062086,.078938589,-.10975289,.14961556,.077792369,-.10808866,.014277325
12,2,1971,11,1,131,17,4,60000,1101,5.7446046,11.0021,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.862387,10.430154,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,-.93042916,2.8822412,2.7295361,.079307333,.014273072,2.9227676,.080422454,-.94351161,2.8845592,.07922931,-.9301734,.013911233
9,2,1966,11,1,121,74,4,200000,1101,6.7944264,12.206073,66,1303,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,66,7.0631027,0,0,1995,8,0,,0,1966,10.102458,,,,10.10128602564848,10.10145378044096,,-.35202432,.12099266,,,,,,,.1221782,,-.35189351,
12,2,1962,11,1,131,64,4,70000,1101,5.6268215,11.156251,62,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.161685,9.9388094,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,-1.523495,1.9902514,0,-.092978142,-.016733421,2.0181825,-.094282985,-1.5448756,1.9922038,-.093043856,-1.5232795,-.017595947
5,2,1971,11,1,131,15,4,200000,1101,6.7254338,12.206073,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.865305,10.432178,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,.050400089,-4.1177588,2.7295361,.079307333,.014273072,-4.1756573,.080422454,.051108751,-4.1154408,.07922931,.050655872,.01553829
14,2,1961,11,1,131,91,4,255000,1101,7.3250546,12.449018,61,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,13,1,0,0,0,10.082691,9.9381456,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.1762806,3.8734908,0,-.10502473,-.018901465,3.9321821,-.10661606,.17895161,3.8737817,-.10503452,.1763127,-.020282168
9,2,1972,11,1,101,71,4,150000,1101,6.5067444,11.91839,72,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,72,7.0631027,0,0,1995,2,0,1,0,1972,10.649165,10.431009,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,10.028607,-.18404828,.10945452,2.7295361,.048952501,.0088100648,.1110949,.049686145,-.18680659,.11294084,.048835143,-.18366358,.008976886
6,2,1971,11,1,131,33,4,100000,1101,6.3889613,11.512925,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.864888,10.43189,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,-.28607243,-3.1177588,2.7295361,.079307333,.014273072,-3.1615965,.080422454,-.29009479,-3.1154408,.07922931,-.28581664,.015305853
6,2,1960,11,1,131,33,4,160000,1101,7.0412865,11.982929,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.08413,9.9405642,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.097948745,-3.2520576,0,-.072751164,-.01309314,-3.2953405,-.073719442,-.09925238,-3.250355,-.072808482,-.097760856,-.012644527
6,2,1962,11,1,131,93,4,150000,1101,6.8432169,11.91839,62,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.16975,9.9406948,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,-.30709958,-4.0097485,0,-.092978142,-.016733421,-4.066021,-.094282985,-.31140941,-4.0077963,-.093043856,-.30688414,-.016192326
9,2,1960,11,1,161,95,4,200000,1101,6.927958,12.206073,60,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.083591,9.9396801,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.2112772,-.25205764,0,-.072751164,-.01309314,-.25541237,-.073719442,-.21408917,-.25035492,-.072808482,-.21108931,-.013339367
6,2,1960,11,1,131,33,4,250000,1101,6.8685346,12.429216,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.08413,9.9405642,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.27070066,-3.2520576,0,-.072751164,-.01309314,-3.2953405,-.073719442,-.2743035,-3.250355,-.072808482,-.27051276,-.012644527
6,2,1970,11,1,131,33,4,362000,1101,7.5010819,12.799399,70,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,70,7.0631027,0,0,1995,4,0,1,0,1970,10.419504,10.43187,10.43069088753915,10.430691,10.41826147217424,10.41845020893324,10.028607,.6978963,-2.8514948,2.7295361,.077829748,.014007149,-2.8921204,.078938589,.70783931,-2.8503845,.077792369,.69801885,.014974319
12,1,1960,11,1,132,91,4,308000,1101,7.5626812,12.637856,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.083054,9.938796,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.42344597,2.7479424,0,-.072751164,-.01309314,2.7845159,-.073719442,.4290818,2.749645,-.072808482,.42363387,-.014034207
12,2,1972,11,1,101,61,4,150000,1101,7.4875736,11.91839,72,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,72,7.0631027,0,0,1995,2,0,1,0,1972,10.648605,10.430215,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,10.028607,.79678094,3.1094546,2.7295361,.048952501,.0088100648,3.1560555,.049686145,.8087222,3.1129408,.048835143,.79716563,.0082864454
12,2,1956,11,1,131,91,4,350000,1101,7.6905146,12.765689,56,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,18,0,,1,0,10.083161,,,,10.08344198688924,10.08360943434158,,.54406381,3.1209927,,,,,,,3.1221783,,.54419464,
3,2,1959,11,1,131,33,4,305000,1101,7.2164211,12.628067,59,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,15,1,0,0,0,10.084298,9.9408751,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.023485305,-6.7128639,0,.021761699,.0039164918,-6.8115187,.022081519,-.023830455,-6.7351236,.022510998,-.025941622,.0055276328
0,2,1962,11,1,131,33,4,300000,1101,7.3540425,12.611538,62,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.177816,9.9425802,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,.20372604,-10.009748,0,-.092978142,-.016733421,-10.150225,-.094282985,.20658511,-10.007796,-.093043856,.20394148,-.014788705
3,2,1964,11,1,131,33,4,305000,1101,7.1642351,12.628067,64,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,64,7.0631027,0,0,1995,10,0,,0,1964,9.8581953,,,,9.845214257879205,9.845355056573148,,.017784348,-5.8790073,,,,,,,-5.8778219,,.017915167,
17,1,1962,11,1,99,61,4,600000,1101,8.0897493,13.304685,62,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.154963,9.9372377,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,.93943286,6.9902515,0,-.092978142,-.016733421,7.0883522,-.094282985,.95261675,6.9922037,-.093043856,.93964827,-.01876563
12,2,1971,11,1,131,51,4,150000,1101,6.640276,11.91839,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.862387,10.430154,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,-.034757782,2.8822412,2.7295361,.079307333,.014273072,2.9227676,.080422454,-.035246499,2.8845592,.07922931,-.034502,.013911233
15,2,1959,11,1,131,91,4,213300,1101,7.3876529,12.270455,59,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,15,1,0,0,0,10.082846,9.9384222,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.14774644,5.2871361,0,.021761699,.0039164918,5.3648381,.022081519,.14991778,5.2648764,.022510998,.14529012,.0027815413
9,1,1963,11,1,132,62,4,200000,1101,6.4630694,12.206073,63,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,63,7.0631027,0,0,1995,11,0,,0,1963,9.5037413,,,,9.503044356277309,9.503221139393387,,-.68338132,.12099266,,,,,,,.1221782,,-.68325049,
12,1,1969,11,1,132,91,4,112400,1101,6.632607,11.629819,69,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,69,7.0631027,0,0,1995,5,0,1,0,1969,10.384022,10.430123,10.43069088753915,10.430691,10.3856509792048,10.38583214560573,10.028607,-.20011459,2.5734868,2.7295361,.10363013,.018650485,2.6107774,.10513177,-.20301431,2.5772865,.10350224,-.1996953,.01846051
3,2,1960,11,1,12,11,4,150000,1101,6.6608953,11.91839,60,1172,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.084668,9.9414492,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.47833988,-6.2520576,0,-.072751164,-.01309314,-6.335269,-.073719442,-.48470628,-6.2503548,-.072808482,-.47815198,-.011949687
4,2,1953,11,1,131,51,4,140000,1101,6.5510802,11.849398,53,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,21,0,,1,0,10.084467,,,,10.08344198688924,10.08360943434158,,-.59537053,-4.8790073,,,,,,,-4.8778219,,-.5952397,
6,2,1957,11,1,131,33,4,105000,1101,6.1864371,11.561716,57,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,17,1,0,0,0,10.084167,9.9406347,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.94130588,-2.8613057,0,-.10844875,-.019517692,-2.9044518,-.11008407,-.95550001,-2.8599565,-.10849416,-.94115698,-.019322686
6,2,1961,11,1,131,33,4,300000,1101,7.1998916,12.611538,61,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,13,1,0,0,0,10.084253,9.940753,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.051117521,-4.1265092,0,-.10502473,-.018901465,-4.189034,-.10661606,.051892057,-4.1262183,-.10503452,.051149618,-.018396214
12,2,1955,11,1,131,12,4,342000,1101,7.8905358,12.742566,55,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,19,0,,1,0,10.083007,,,,10.08344198688924,10.08360943434158,,.74408507,3.1209927,,,,,,,3.1221783,,.74421591,
6,2,1971,11,1,131,15,4,150000,1101,7.0663605,11.91839,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.864888,10.43189,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,.39132673,-3.1177588,2.7295361,.079307333,.014273072,-3.1615965,.080422454,.39682907,-3.1154408,.07922931,.39158252,.015305853
12,1,1952,11,1,101,91,4,315000,1101,7.5363641,12.660328,52,1106,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,22,0,,1,0,10.083025,,,,10.08344198688924,10.08360943434158,,.38991332,3.1209927,,,,,,,3.1221783,,.39004412,
17,1,1958,11,1,99,93,4,274000,1101,7.5792408,12.520884,58,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,16,1,0,0,0,10.082323,9.9375801,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.38781393,7.6422796,0,-.038405765,-.0069119432,7.7551246,-.038972858,.39354035,7.6444464,-.038478702,.38805303,-.0088446354
12,1,1971,11,1,99,95,4,200000,1101,6.7944264,12.206073,71,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.862387,10.430154,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,.11939271,2.8822412,2.7295361,.079307333,.014273072,2.9227676,.080422454,.12107145,2.8845592,.07922931,.11964849,.013911233
8,2,1963,11,1,131,33,4,150000,1101,6.5808525,11.91839,63,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,63,7.0631027,0,0,1995,11,0,,0,1963,9.5044432,,,,9.503044356277309,9.503221139393387,,-.56559825,-.87900734,,,,,,,-.8778218,,-.56546742,
12,2,1964,11,1,131,91,4,155200,1101,6.8526034,11.95247,64,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,64,7.0631027,0,0,1995,10,0,,0,1964,9.8415833,,,,9.845214257879205,9.845355056573148,,-.29384732,3.1209927,,,,,,,3.1221783,,-.29371652,
6,1,1965,11,1,132,71,4,130000,1101,7.3932629,11.77529,65,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,65,7.0631027,0,0,1995,9,0,,0,1965,10.241379,,,,10.23792203934064,10.2380927180182,,.24681209,-2.8790073,,,,,,,-2.8778217,,.24694292,
15,1,1964,11,1,99,61,4,150000,1101,7.2362595,11.91839,64,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,64,7.0631027,0,0,1995,10,0,,0,1964,9.8360462,,,,9.845214257879205,9.845355056573148,,.089808695,6.1209927,,,,,,,6.1221781,,.089939512,
12,1,1963,11,1,132,93,4,112000,1101,6.5510802,11.626254,63,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,63,7.0631027,0,0,1995,11,0,,0,1963,9.5016365,,,,9.503044356277309,9.503221139393387,,-.59537053,3.1209927,,,,,,,3.1221783,,-.5952397,
9,1,1956,11,1,132,93,4,250000,1101,7.0726299,12.429216,56,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,18,0,,1,0,10.083571,,,,10.08344198688924,10.08360943434158,,-.073820837,.12099266,,,,,,,.1221782,,-.07369002,
9,1,1957,11,1,132,71,4,250000,1101,7.7107172,12.429216,57,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,17,1,0,0,0,10.083568,9.9396467,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.5829742,.13869432,0,-.10844875,-.019517692,.14078571,-.11008407,.59176499,.14004344,-.10849416,.58312309,-.020031277
12,2,1971,11,1,131,62,4,40000,1101,5.3185201,10.596635,71,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,71,7.0631027,0,0,1995,3,0,1,0,1971,10.862387,10.430154,10.43069088753915,10.430691,10.86333535196814,10.86350852358058,10.028607,-1.3565136,2.8822412,2.7295361,.079307333,.014273072,2.9227676,.080422454,-1.3755872,2.8845592,.07922931,-1.3562579,.013911233
12,1,1960,11,1,132,91,4,217200,1101,7.2913618,12.288574,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.083054,9.938796,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.1521266,2.7479424,0,-.072751164,-.01309314,2.7845159,-.073719442,.15415131,2.749645,-.072808482,.15231448,-.014034207
9,2,1962,11,1,161,61,4,180000,1101,6.6890659,12.100712,62,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.165718,9.9397516,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,-.46125054,-1.0097486,0,-.092978142,-.016733421,-1.0239193,-.094282985,-.4677237,-1.0077962,-.093043856,-.4610351,-.016894137
12,1,1962,11,1,99,61,4,280000,1101,7.6905146,12.542545,62,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.161685,9.9388094,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,.54019809,1.9902514,0,-.092978142,-.016733421,2.0181825,-.094282985,.5477792,1.9922038,-.093043856,.5404135,-.017595947
12,2,1962,11,1,161,41,4,693000,1101,7.6316743,13.448785,62,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,62,7.0631027,0,0,1995,12,1,0,0,1962,10.161685,9.9388094,9.939451905502125,9.9394522,10.16417052297772,10.16430498598721,10.297708,.48135781,1.9902514,0,-.092978142,-.016733421,2.0181825,-.094282985,.48811314,1.9922038,-.093043856,.48157325,-.017595947
5,2,1969,11,1,131,33,4,130000,1101,6.9232593,11.77529,69,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,69,7.0631027,0,0,1995,5,0,1,0,1969,10.38902,10.432286,10.43069088753915,10.430691,10.3856509792048,10.38583214560573,10.028607,.090537675,-4.4265132,2.7295361,.10363013,.018650485,-4.4906549,.10513177,.091849595,-4.4227138,.10350224,.090956964,.020108325
13,2,1957,11,1,131,91,4,262400,1101,7.7591267,12.477625,57,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,17,1,0,0,0,10.082768,9.9383307,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.63138366,4.1386943,0,-.10844875,-.019517692,4.2011023,-.11008407,.64090443,4.1400433,-.10849416,.63153255,-.020976067
6,2,1972,11,1,131,33,4,150000,1101,6.7479067,11.91839,72,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,72,7.0631027,0,0,1995,2,0,1,0,1972,10.649726,10.431804,10.43069088753915,10.430691,10.64897013019299,10.6491647466483,10.028607,.057114016,-2.8905454,2.7295361,.048952501,.0088100648,-2.9338655,.049686145,.057969976,-2.8870592,.048835143,.05749872,.0096673258
17,2,1968,11,1,88,15,4,325000,1101,7.9379902,12.691581,68,1106,2.7295361,1,66678,.16055965,.52352154,26.356646,0,1,68,7.0631027,0,0,1995,6,0,1,0,1968,10.629766,10.428537,10.43069088753915,10.430691,10.63436602831066,10.63487610122281,10.028607,1.0869759,7.5637393,2.7295361,.11054906,.019895697,7.6728172,.11214331,1.1026514,7.5685773,.11038622,1.0875098,.018551424
12,2,1960,11,1,131,91,4,215000,1101,7.2032194,12.278394,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.083054,9.938796,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.0639842,2.7479424,0,-.072751164,-.01309314,2.7845159,-.073719442,.064835794,2.749645,-.072808482,.064172089,-.014034207
6,2,1961,11,1,161,71,4,350002,1101,7.6417303,12.765695,61,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,13,1,0,0,0,10.084253,9.940753,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.49295625,-4.1265092,0,-.10502473,-.018901465,-4.189034,-.10661606,.50042558,-4.1262183,-.10503452,.49298835,-.018396214
9,1,1965,11,1,195,51,4,150000,1101,6.640276,11.91839,65,1105,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,65,7.0631027,0,0,1995,9,0,,0,1965,10.238634,,,,10.23792203934064,10.2380927180182,,-.5061748,.12099266,,,,,,,.1221782,,-.50604397,
17,1,1966,11,1,99,61,4,150000,1101,6.5247631,11.91839,66,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,66,7.0631027,0,0,1995,8,0,,0,1966,10.093703,,,,10.10128602564848,10.10145378044096,,-.62168765,8.1209927,,,,,,,8.1221781,,-.62155682,
12,2,1959,11,1,131,91,4,204000,1101,7.2019949,12.225875,59,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,15,1,0,0,0,10.083209,9.9390354,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.037911534,2.2871363,0,.021761699,.0039164918,2.320749,.022081519,-.0384687,2.2648764,.022510998,-.040367853,.0034680644
12,1,1960,11,1,132,91,4,308500,1101,7.2278309,12.639477,60,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.083054,9.938796,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,.088595673,2.7479424,0,-.072751164,-.01309314,2.7845159,-.073719442,.089774825,2.749645,-.072808482,.088783562,-.014034207
6,2,1951,11,1,229,39,4,192000,1101,7.0653844,12.165251,51,1205,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,23,0,,1,0,10.084142,,,,10.08344198688924,10.08360943434158,,-.081066377,-2.8790073,,,,,,,-2.8778217,,-.08093556,
12,1,1954,11,1,132,93,4,308000,1101,7.6139746,12.637856,54,1101,2.7295361,1,66678,.16055965,.52352154,26.356646,0,0,100,7.0631027,0,0,1995,20,0,,1,0,10.083155,,,,10.08344198688924,10.08360943434158,,.46752381,3.1209927,,,,,,,3.1221783,,.46765462,
6,2,1960,11,1,101,51,4,150000,1101,6.2836008,11.91839,60,1171,2.7295361,1,66678,.16055965,.52352154,26.356646,1,0,100,7.0631027,0,0,1995,14,1,0,0,0,10.08413,9.9405642,9.939451905502125,9.9394522,10.08344198688924,10.08360943434158,10.297708,-.85563439,-3.2520576,0,-.072751164,-.01309314,-3.2953405,-.073719442,-.8670224,-3.250355,-.072808482,-.85544652,-.012644527
